	449.02	20887027103101200156	156		广州地铁单程票 1张	6.00	98926420501121		2461d1d2a10046e39339a011f7b8305720	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016010921001004120087442693	0.00	转账	2016-01-10 10:59:14
	467.02	20880128809343950156	156		广州地铁单程票 3张	18.00	99311904801391		af15cfecc45e494483b62077a653449f95	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	18.00	2016011021001004390038341215	0.00	转账	2016-01-10 11:00:22
	471.02	20883020974796230156	156		广州地铁单程票 1张	4.00	99085443086621		e6e221ae30fc4aeaa65c7788281717df23	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004620090742503	0.00	转账	2016-01-10 11:03:12
	475.02	20880126606725430156	156		广州地铁单程票 1张	4.00	98932082605541		0c5475f9de73492094b99ef563b5d30343	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004540078842949	0.00	转账	2016-01-10 11:05:24
	487.02	20886023505161470156	156		广州地铁单程票 2张	12.00	98971280753141		5243ed221b964a4cb183eae629f8b44447	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	12.00	2016011021001004140087387416	0.00	转账	2016-01-10 11:06:18
	493.02	20880025487518130156	156		广州地铁单程票 1张	6.00	99129199862811		6900b1570e644660a930337106e6f2f413	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004810086754991	0.00	转账	2016-01-10 11:07:40
	498.02	20888026391232840156	156		广州地铁单程票 1张	5.00	99383196580281		65925cd098054912aa0e94470af1447c84	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004280054521316	0.00	转账	2016-01-10 11:10:38
	506.02	20880121135576900156	156		广州地铁单程票 2张	8.00	99008078720691		6b90b4d99e734c65bdb8d5f0fcee404a90	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	8.00	2016011021001004690098620740	0.00	转账	2016-01-10 11:10:47
	514.02	20880022941906670156	156		广州地铁单程票 2张	8.00	99018699550661		d966ecf3512b4fcf9a263d1eee06932067	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	8.00	2016011021001004660000240548	0.00	转账	2016-01-10 11:14:15
	520.02	20889029221414990156	156		广州地铁单程票 1张	6.00	99176422295491		6072d88323554bdf99f9a46087e95b5299	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004490071553518	0.00	转账	2016-01-10 11:14:23
	523.02	20889122221040320156	156		广州地铁单程票 1张	3.00	99378160175031		f15cf3d8d0f14f92ac8dd95d835a246c32	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004030036332122	0.00	转账	2016-01-10 11:16:29
	537.02	20887020867951030156	156		广州地铁单程票 2张	14.00	99072345384101		7b9099093ef841288b59dc4ab2d0412603	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	14.00	2016011021001004100003014192	0.00	转账	2016-01-10 11:16:56
	540.02	20887027035759250156	156		广州地铁单程票 1张	3.00	99284666396921		a2cfc7dde25646b0b4944c3a7f3ea0ad25	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004920077569001	0.00	转账	2016-01-10 11:18:17
	545.02	20884124424744400156	156		广州地铁单程票 1张	5.00	99030929732441		288d39ddd02549dbbbfe0b265ea013f640	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004440063144291	0.00	转账	2016-01-10 11:21:48
	550.02	20886020864660840156	156		广州地铁单程票 1张	5.00	98995184153081		49d655c9f71e4059949cc21b6076f60984	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004080089527720	0.00	转账	2016-01-10 11:30:28
	556.02	20880125268116330156	156		广州地铁单程票 1张	6.00	98942455771631		bd4bc1fe742542d6a85222bf84fb39d333	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004630091908968	0.00	转账	2016-01-10 11:34:11
	562.02	20880025807274380156	156		广州地铁单程票 1张	6.00	99303246663431		e94d8d61aec34b6986fd3cde02138a4a38	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004430049382277	0.00	转账	2016-01-10 11:35:20
	566.02	20886125099803520156	156		广州地铁单程票 1张	4.00	99040657849351		e15bda2eef1c4a39a836dcd802597c9552	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004350055487068	0.00	转账	2016-01-10 11:36:00
	572.02	20885025973071630156	156		广州地铁单程票 1张	6.00	98901262975161		adb81e4c5259425ba5cf047928291d2263	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004160084932827	0.00	转账	2016-01-10 11:36:15
	584.02	20883020335209030156	156		广州地铁单程票 2张	12.00	99083882931901		4f8c7160dbc34992a546db83fc1c251c03	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	12.00	2016011021001004900009697701	0.00	转账	2016-01-10 11:36:23
	589.02	20889020310227130156	156		广州地铁单程票 1张	5.00	98983658117711		1f7dba6eb4ba43d281bf0ca3d5e6280d13	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004710001044921	0.00	转账	2016-01-10 11:38:04
	593.02	20880027893803040156	156		广州地铁单程票 2张	4.00	98993156863301		7b08101075444ccdab221489e0ebbe8904	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004300038075429	0.00	转账	2016-01-10 11:39:08
	597.02	20880020012234710156	156		广州地铁单程票 1张	4.00	98961672028471		13f7c28eba1d43e8849afff71f84c3f671	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004470068066126	0.00	转账	2016-01-10 11:40:01
	603.02	20881026427524360156	156		广州地铁单程票 1张	6.00	99303296606431		36447fbec62c475696c61e6648c3865636	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004430049382523	0.00	转账	2016-01-10 11:40:25
	607.02	20889020949720310156	156		广州地铁单程票 1张	4.00	99378516752031		139739de1ed84465b1e8557e358ebd8231	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004030025474187	0.00	转账	2016-01-10 11:40:42
	613.02	20885029307483340156	156		广州地铁单程票 1张	6.00	99087275316331		27034c8754f345a7b93358609c96a1cc34	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004330024747410	0.00	转账	2016-01-10 11:43:51
	620.02	20880129396798310156	156		广州地铁单程票 1张	7.00	99276746039831		66522653483342049f2f4a2efcfb474431	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	7.00	2016011021001004830083276791	0.00	转账	2016-01-10 11:44:20
	623.02	20881028767766080156	156		广州地铁单程票 1张	3.00	99303128051601		507e13bc02564c499eeb045bf8dd91e608	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004600004966004	0.00	转账	2016-01-10 11:44:39
	628.02	20880128311045450156	156		广州地铁单程票 1张	5.00	98932424626541		3521042c0c284c8ebc54082ea5d67eab45	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004540078957662	0.00	转账	2016-01-10 11:44:41
	633.02	20889023402102050156	156		广州地铁单程票 1张	5.00	98899560172201		ecd020543b3e418b89e26ee46822870705	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004200090501667	0.00	转账	2016-01-10 11:46:18
	642.02	20883027760603440156	156		广州地铁单程票 1张	9.00	98934684789341		580f0dedfb5e48979c60250e4e41ae8644	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	9.00	2016011021001004340034814866	0.00	转账	2016-01-10 11:47:41
	645.02	20880227080478420156	156		广州地铁单程票 1张	3.00	99114202978841		23911d37015b4564b032a351ccb91da242	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004840090685234	0.00	转账	2016-01-10 11:48:38
	651.02	20880025733973320156	156		广州地铁单程票 1张	6.00	99087332627331		367a28cb653442f5adddc0d13052b45232	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004330024382609	0.00	转账	2016-01-10 11:50:25
	663.02	20880021902518950156	156		广州地铁单程票 2张	12.00	99318053593891		467a3e77d13849c7a6660f54987700f295	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	12.00	2016011021001004890081092924	0.00	转账	2016-01-10 11:50:59
	681.02	20885028446133730156	156		广州地铁单程票 2张	18.00	99046706018371		820b212ac57d487194f93a01bd3d864173	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	18.00	2016011021001004370019532097	0.00	转账	2016-01-10 11:51:11
	684.02	20889021364545940156	156		广州地铁单程票 1张	3.00	99276012866591		9e10466bfb024406869f7b59a6225f1094	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004590076683896	0.00	转账	2016-01-10 11:51:21
	687.02	20886023332191970156	156		广州地铁单程票 1张	3.00	98977291049191		25c17e08a0004fd6b2acb77e8e7b940497	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004190086763075	0.00	转账	2016-01-10 11:51:51
	693.02	20889025883798900156	156		广州地铁单程票 1张	6.00	99318070413891		09032f00464348aa8e93e720c57a898990	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004890091960222	0.00	转账	2016-01-10 11:52:37
	705.02	20888126998036910156	156		广州地铁单程票 2张	12.00	99008453951691		1b8185a0739941eba946264f1318dd9a91	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	12.00	2016011021001004690098621954	0.00	转账	2016-01-10 11:53:09
	708.02	20880023699356920156	156		广州地铁单程票 1张	3.00	99008455929691		1bd85982f9b34d54adc1fbcba1e25e4292	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004690097931519	0.00	转账	2016-01-10 11:53:24
	711.02	20884026464996570156	156		广州地铁单程票 1张	3.00	99217297236651		2c02e4f25be8441b927626d45289cba657	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004650096069822	0.00	转账	2016-01-10 11:54:25
	721.02	20880020636309090156	156		广州地铁单程票 2张	10.00	99084173731901		1a968a7b3c7241238edf4a7681342ac409	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	10.00	2016011021001004900094779176	0.00	转账	2016-01-10 11:56:46
	723.02	20888027124313650156	156		广州地铁单程票 1张	2.00	99173047325361		1b70bc89fafc473fad109afd2f3510e365	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004360039185711	0.00	转账	2016-01-10 11:57:37
	726.02	20884026418482540156	156		广州地铁单程票 1张	3.00	99345950137251		087b50437f5549028c2f1872df68dfbe54	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004250034531338	0.00	转账	2016-01-10 11:58:02
	730.02	20880020360317880156	156		广州地铁单程票 2张	4.00	98879087221781		df34ba0cf1ae4cfda9e68572ab1fc6aa88	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004780097685293	0.00	转账	2016-01-10 11:58:11
	732.02	20888023207845850156	156		广州地铁单程票 1张	2.00	100456684517581		af4232eb620644d19ef6e77dd6cbfae685	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004580068571052	0.00	转账	2016-01-10 12:00:42
	734.02	20885128670110490156	156		广州地铁单程票 1张	2.00	99067303120041		3dba59ec78b8428aa55c646324e62bec49	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004040087050141	0.00	转账	2016-01-10 12:00:50
	736.02	20881120260558240156	156		广州地铁单程票 1张	2.00	99266752863821		82f02e6d501d49f7bd1f36974e8d1dc624	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004820067739958	0.00	转账	2016-01-10 12:02:08
	746.02	20880024265052750156	156		广州地铁单程票 2张	10.00	99182831909271		51b98cbcc79843568b51e5d8b04fffa075	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	10.00	2016011021001004270048882291	0.00	转账	2016-01-10 12:06:44
	751.02	20884020169035350156	156		广州地铁单程票 1张	5.00	99005792362531		fca6e2de4aa743f98e3a9b7a020ddee935	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004530075338631	0.00	转账	2016-01-10 12:06:47
	757.02	20886023237771750156	156		广州地铁单程票 1张	6.00	99452679122171		fe1f3aa00e76414cb3499649e23cbbf475	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004170093123917	0.00	转账	2016-01-10 12:12:01
	763.02	20881020325478680156	156		广州地铁单程票 1张	6.00	99533846294861		cee90711754e4e98bb50082295d364da68	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004860071883077	0.00	转账	2016-01-10 12:12:57
	777.02	20888028092115040156	156		广州地铁单程票 2张	14.00	98942371109501		0f3cb2ca5e7647c6a850e49da50af03104	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	14.00	2016011021001004500071677313	0.00	转账	2016-01-10 12:14:06
	780.02	20885028353127710156	156		广州地铁单程票 1张	3.00	98937498199771		7d87f217fe1643d39338508eaea6647271	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004770092989222	0.00	转账	2016-01-10 12:14:54
	783.02	20884024038029990156	156		广州地铁单程票 1张	3.00	98906272323991		274daf519c9442b580945e4be1c9414899	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004990072514180	0.00	转账	2016-01-10 12:16:22
	790.02	20885029595526930156	156		广州地铁单程票 1张	7.00	99008656862691		c8ca0850788d45ba97753a0b096fe41093	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	7.00	2016011021001004690099471625	0.00	转账	2016-01-10 12:16:33
	796.02	20881226351369680156	156		广州地铁单程票 1张	6.00	98956783545961		424fd592640a427e9e7dbd3907d4c46968	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004960085440477	0.00	转账	2016-01-10 12:17:33
	798.02	20885124635496100156	156		广州地铁单程票 1张	2.00	99138978188611		4de80f45f5514f95a79e6d367611fac010	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004610093731576	0.00	转账	2016-01-10 12:18:03
	800.02	20884022795339620156	156		广州地铁单程票 1张	2.00	98956797558961		54e77cc58c7e4a18a39582e7b79833fe62	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004960071020768	0.00	转账	2016-01-10 12:19:06
	805.02	20887029013821160156	156		广州地铁单程票 1张	5.00	99081384017111		a7ea80ff578640cca90ab73307d10afd16	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004110078806014	0.00	转账	2016-01-10 12:20:09
	810.02	20881127712173600156	156		广州地铁单程票 1张	5.00	99173251732361		2cb3097e291347109d2197b24e21d99760	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004360039503856	0.00	转账	2016-01-10 12:20:32
	812.02	20881022677362910156	156		广州地铁单程票 1张	2.00	104728873881291		d69f6022fa414d6ebc6a4fe00809ae6a91	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004290030512035	0.00	转账	2016-01-10 12:23:11
	819.02	20888027996623510156	156		广州地铁单程票 1张	7.00	99041077376351		2a8e9131a4f1468dac24e53a4f85540f51	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	7.00	2016011021001004350045534903	0.00	转账	2016-01-10 12:24:45
	824.02	20883024417601750156	156		广州地铁单程票 1张	5.00	99452798106171		a80940564a7244e4949f4cb0da14267475	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004170087561028	0.00	转账	2016-01-10 12:25:06
	828.02	20882121803502220156	156		广州地铁单程票 1张	4.00	99104454232221		fd70b65e4efb4deb983a42775908c85522	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004220027208589	0.00	转账	2016-01-10 12:25:29
	838.02	20888026562015380156	156		广州地铁单程票 2张	10.00	99005977869531		359a1e16b1904f049d5e71729e81038838	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	10.00	2016011021001004530075462539	0.00	转账	2016-01-10 12:28:26
	842.02	20887024942159540156	156		广州地铁单程票 1张	4.00	99058741728951		a2347c5b289a4768b834abc71778b41454	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004950078752077	0.00	转账	2016-01-10 12:37:28
	850.02	20880024746266210156	156		广州地铁单程票 1张	8.00	99086279106621		2d2fb8b154624a7eaab4423d152854ce21	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	8.00	2016011021001004620092697042	0.00	转账	2016-01-10 12:38:13
	858.02	20886022449712650156	156		广州地铁单程票 1张	8.00	99227496659261		87c9ad26d8b548e0ad0137fc682ebbac65	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	8.00	2016011021001004260027409867	0.00	转账	2016-01-10 12:38:38
	864.02	20888123322823330156	156		广州地铁单程票 1张	6.00	99087760033331		29eee410a64e4391aa8aaec3670762cb33	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004330029688306	0.00	转账	2016-01-10 12:39:37
	876.02	20880020152377500156	156		广州地铁单程票 2张	12.00	99210962000751		25f7d6ebd9b64296a46cdfbe8fa5e06f50	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	12.00	2016011021001004750097790310	0.00	转账	2016-01-10 12:39:48
	882.02	20889023104264050156	156		广州地铁单程票 2张	6.00	98964538373401		8662d27f8ce34594ac58059df79d60fa05	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004400058016124	0.00	转账	2016-01-10 12:40:11
	894.02	20885027467634060156	156		广州地铁单程票 3张	12.00	98964548477401		6842271e59a54938ae32df6605f2574806	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	12.00	2016011021001004400058294470	0.00	转账	2016-01-10 12:41:19
	898.02	20886121172716130156	156		广州地铁单程票 2张	4.00	99139242373611		673c2b438eea49a48d8a8529ab53b1e313	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004610094535884	0.00	转账	2016-01-10 12:44:32
	916.02	20881029295022240156	156		广州地铁单程票 3张	18.00	99104635672221		6b27c7091b1947da873e2b36b23252c524	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	18.00	2016011021001004220022373028	0.00	转账	2016-01-10 12:44:51
	924.02	20887024257000470156	156		广州地铁单程票 2张	8.00	99067680717041		2edeeacdcaeb496ab0e7b1ad3e1c9a8247	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	8.00	2016011021001004040078490898	0.00	转账	2016-01-10 12:45:02
	938.02	20888021020689130156	156		广州地铁单程票 2张	14.00	99036744962911		a9daa1600a414f27bf1c84a797752a4613	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	14.00	2016011021001004910078545522	0.00	转账	2016-01-10 12:46:20
	946.02	20880023603957120156	156		广州地铁单程票 4张	8.00	98984346994711		ca5f26ee435a49d2a31b73bc1839984e12	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	8.00	2016011021001004710000275277	0.00	转账	2016-01-10 12:46:34
	956.02	20881021053215220156	156		广州地铁单程票 2张	10.00	99019915884521		71e65c1f2cb8418ca9509bfa416c9bde22	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	10.00	2016011021001004520097870174	0.00	转账	2016-01-10 12:47:31
	958.02	20887021230971530156	156		广州地铁单程票 1张	2.00	99015401163151		357b0d1f799d4f86a561c3fa1247c53d53	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004150069874813	0.00	转账	2016-01-10 12:49:12
	970.02	20880021128620150156	156		广州地铁单程票 2张	12.00	99166018949011		a916b61cfff3426d85dcbe9e7670f7b315	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	12.00	2016011021001004010079257710	0.00	转账	2016-01-10 12:51:30
	976.02	20882021961111840156	156		广州地铁单程票 1张	6.00	98999812585181		1e7a949f5ca749c886357baa758e7e0084	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004180083251920	0.00	转账	2016-01-10 12:54:05
	982.02	20880029893857010156	156		广州地铁单程票 1张	6.00	98981458549701		b1a21169748c4868816082345034736201	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004700006215471	0.00	转账	2016-01-10 12:54:15
	994.02	20885123606531770156	156		广州地铁单程票 2张	12.00	99453076578171		14f2ba4ba8bd48788489ec000ff4222e77	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	12.00	2016011021001004170002602929	0.00	转账	2016-01-10 12:55:09
	1000.02	20882025065176730156	156		广州地铁单程票 1张	6.00	99126165348671		ed58cdeb07694788b66f3f2f9337d0d373	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004670076864981	0.00	转账	2016-01-10 12:56:36
	1006.02	20886022728193200156	156		广州地铁单程票 1张	6.00	99330744428321		fe2f8a0631ae4b098911c0d35d9c68b720	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004320034458268	0.00	转账	2016-01-10 13:00:21
	1011.02	20889028380724380156	156		广州地铁单程票 1张	5.00	99304010291431		8368621f9c1443108f91933afc4a1e5038	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004430048943085	0.00	转账	2016-01-10 13:00:32
	1013.02	20880021124324300156	156		广州地铁单程票 1张	2.00	99304020197431		c4bddca300594feab6df311484c5135630	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004430048943143	0.00	转账	2016-01-10 13:01:34
	1015.02	20882028207314740156	156		广州地铁单程票 1张	2.00	98962407882471		15984880ba5549eea77a44f56480c53e74	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004470067827254	0.00	转账	2016-01-10 13:02:11
	1017.02	20882120911750910156	156		广州地铁单程票 1张	2.00	99150895858091		353441e5c59c41718413338bdba3a41691	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004090005207929	0.00	转账	2016-01-10 13:03:38
	1022.02	20880021089876180156	156		广州地铁单程票 1张	5.00	99139433712611		110ab25cc9554fd289035c4da566b7f618	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004610093673883	0.00	转账	2016-01-10 13:05:16
	1029.02	20883021870794160156	156		广州地铁单程票 1张	7.00	99477981777411		47cad71a1041434490458e3a2462c2a216	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	7.00	2016011021001004410077065039	0.00	转账	2016-01-10 13:05:24
	1041.02	20884128565206870156	156		广州地铁单程票 2张	12.00	99151575053681		5e9c6b42a58c4758b0b1a6b4aeb3bd3287	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	12.00	2016011021001004680086865852	0.00	转账	2016-01-10 13:06:02
	1047.02	20880024799556410156	156		广州地铁单程票 2张	6.00	99316515435641		dd2bcc0eeb3a43ca83ecf47d038d182641	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004640096058315	0.00	转账	2016-01-10 13:06:30
	1051.02	20889028011381010156	156		广州地铁单程票 1张	4.00	99073311065101		337fa62b4b88448b87df91d0e631f20701	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004100002687145	0.00	转账	2016-01-10 13:08:43
	1057.02	20881020596393200156	156		广州地铁单程票 1张	6.00	99330832139321		776df0931a884cadbef774792261547720	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004320025797410	0.00	转账	2016-01-10 13:09:14
	1062.02	20889121588661250156	156		广州地铁单程票 1张	5.00	98927598130121		ebf6d508018a4ae3920b0d35db712c6c25	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004120098986567	0.00	转账	2016-01-10 13:11:56
	1067.02	20887023453689980156	156		广州地铁单程票 1张	5.00	98906828683991		86331e2e1e5c4780827e0272f9dbcdf898	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004990072994326	0.00	转账	2016-01-10 13:14:16
	1079.02	20887026542494630156	156		广州地铁单程票 2张	12.00	99084464449461		1862eb11ff5e400e9fb8cd03d9ab91e663	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	12.00	2016011021001004460047943948	0.00	转账	2016-01-10 13:16:12
	1087.02	20887022276439750156	156		广州地铁单程票 2张	8.00	99155784701971		e85fd06819d14d6895b9c79184b494e175	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	8.00	2016011021001004970079822214	0.00	转账	2016-01-10 13:17:02
